Name	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Bcr	6.919488651	6.652351099	6.627493775	5.358701283	6.108740847	6.206243857	6.561725097	6.697547432	6.269690018	6.647367869	6.895967822	6.399067817	6.580807711	6.496506871	6.385205573	6.302216285	6.575323309	6.33285339	6.564415179	6.616734221	6.71146812	5.898068771	6.301926882	6.309353644	6.395670696	6.73940645	6.645713732	7.295903262	7.48917853	7.153406769	7.148994103	6.937854017	6.731896734	6.506250685	6.686468703	6.838614257	6.834494448	6.739324106	6.764837953	6.627832263	6.911247099	6.084960108	6.518517248	6.882530994	6.481014167	6.257430835	6.40688593	6.283611122	6.97294806	6.253035595	6.364473164	7.247598337	7.252039003	6.7897116	6.747755791	6.934021394	6.759724598	6.619249451
1700081L11Rik	10.73382346	10.50526419	10.97596402	10.2891428	9.643341721	9.921917691	9.703224905	9.34395568	9.034539687	8.796974106	8.887172682	8.954553337	8.865088939	8.803840051	8.747975023	8.884033041	8.964037994	8.71803591	10.98283657	10.78525944	10.79308052	10.24955919	9.642624342	9.992600552	9.714820224	9.146663983	8.965061053	8.788957548	8.791074062	8.865727692	8.605426881	8.509324272	8.605863814	8.526129206	8.642476906	8.699036636	8.483621624	8.47677543	8.762638547	8.60911665	10.45643785	10.14848056	9.574801741	8.822621297	8.948209765	8.873088616	9.005888633	8.848897245	10.59587223	9.892073567	9.566743069	8.84843556	8.987690934	8.720418401	8.518288061	8.521419827	8.493523439	8.488771015
Zfp322a	6.75654786	6.78298082	7.062912199	7.273595538	7.380135094	7.364454553	7.544123579	7.424199977	7.334110086	7.302922632	7.306927665	7.325591846	7.212512891	7.287993824	6.947348558	7.174416635	7.231647639	7.121792185	6.727938892	6.63911137	6.943909151	7.516510209	7.44665908	7.458904292	7.619102147	7.452613733	7.578702768	7.606581575	7.346154043	6.733592458	7.081266013	6.997272395	7.088424111	6.924066933	7.332109366	7.055444301	7.045693174	6.961100843	7.25385341	6.880628213	6.806670429	7.257802994	7.70670609	7.43272382	7.45399874	7.459776658	7.463326105	7.358962188	6.612741988	7.450370966	7.555265625	7.428903282	7.357842968	7.323892643	7.236107818	7.237395508	7.125146826	7.132803489
Usp53	6.963200835	7.273880107	7.29864553	5.927083936	5.763307103	5.535558626	5.770016235	5.597836368	5.749475412	6.055611954	5.545581645	5.694935944	5.61310829	5.328805203	5.886087313	5.742667108	5.896867763	5.372763418	7.205920563	7.948510082	7.560657113	6.199380545	5.565504643	5.529121135	5.525355946	5.633458511	5.817182083	6.071559811	5.821557988	5.65599859	5.485355715	5.719695697	5.668723353	5.759008867	5.188594036	5.486600244	5.472708141	5.739056668	5.484675446	5.633937213	7.757867845	5.431633283	5.639840623	5.93229947	5.91294521	5.777677881	5.607470922	5.760646628	8.027189991	5.880629714	5.74815276	5.708813668	5.391930281	5.463887195	5.332829557	5.402404821	5.444779389	5.576225376
Hspa1a	8.274559209	5.856179056	7.243891016	8.487392424	6.471387597	4.637572753	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.485905161	4.321928095	8.918434877	6.228530212	7.144684526	8.254476759	6.568077324	5.860488715	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	7.693637453	8.109561032	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.351886002	8.183580838	7.136466002	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095
Cd27	10.42488877	10.21159392	10.71442	10.22373288	9.473675352	9.364138535	9.904824172	9.893157105	9.377431895	8.759224479	8.179920858	7.431513188	7.478869762	7.636590344	7.564824187	7.379250841	7.043453417	7.136364418	10.3831986	9.299754061	9.907717384	10.8308888	10.17722486	9.618200833	10.22674127	9.752916417	8.958771951	7.923822377	7.156908119	6.51793124	6.565315359	7.120581221	6.843452257	7.147230116	5.669946833	6.700615067	6.727197271	6.683494403	5.708458698	5.989767078	10.50533525	10.49572442	10.03665936	8.868867329	7.778378494	7.565936808	7.451512418	7.52666071	9.691455333	10.9848508	10.00820397	8.022468907	6.664308008	5.664958872	6.27615607	5.746220385	6.23031279	5.932770077
Cars	7.231905631	7.006289266	7.060361169	7.572172195	8.878032569	8.148162594	8.474174442	8.799362029	8.69173878	8.397262914	8.694817263	8.506895431	8.699541242	8.891924737	9.161368664	8.739820227	8.373722647	8.426233012	6.603222016	6.369476769	6.987871511	7.984706816	8.957516983	8.236674607	8.286591106	8.558349361	8.348531176	8.463846339	8.432729748	8.240904479	8.637495297	9.263103698	9.088675112	9.267221996	8.468727099	8.806322867	9.165423321	9.32528291	8.427031355	9.042118263	7.074915636	8.438114404	8.489473445	8.71005479	8.228810567	8.381466668	8.795258436	8.63900112	7.240882106	8.614560739	8.428112087	8.552458404	8.226365106	8.08313955	8.726966019	8.72209608	8.752981454	8.520511566
Wtap	10.42871814	10.34598368	10.31207679	10.39784616	10.16595989	10.1529545	10.18738283	9.834410682	9.7259104	9.729083926	9.701647594	9.801008813	9.600865303	9.439200052	9.521805719	9.608857619	9.445808612	9.514303177	10.55964275	10.51445994	10.40049792	10.35572015	10.32358653	10.11631985	10.24228141	10.09294629	10.00640443	10.09377366	9.870362556	10.1421761	10.11489396	9.900747398	10.04594599	10.06162535	10.29168403	10.29275634	10.07266207	10.08954324	10.46360124	10.33204044	10.45249609	10.19993199	10.16069047	9.681936481	9.669554613	9.83055242	9.701932754	9.75794217	10.33638181	10.346403	10.10577123	9.829664369	9.95253213	10.06707392	10.2520048	10.30106153	10.25658343	10.5290326
Uchl3	6.5759129	6.361751201	7.0837649	7.826470672	7.266273338	7.11246981	6.160692603	6.015676827	6.261899811	5.909802239	5.639982749	5.93711318	5.79451103	5.100225648	5.140904225	5.110772306	5.451187094	5.374124418	7.020063993	7.562603713	7.430302138	7.79638909	7.037269264	7.246774503	6.35519389	6.819051091	7.33768627	6.743659487	6.272472459	5.691523951	5.567110978	4.928300286	5.3754907	4.932075423	5.548671759	5.309019521	5.315731396	5.049362308	5.78137985	5.632084679	6.446463556	7.527875162	6.81519968	5.936839012	5.947090308	5.869496748	5.751353533	5.206975998	7.523639191	7.530159907	7.245886384	6.726022922	6.073945365	5.59460225	5.347759008	5.10054044	5.240906871	5.538404663
Phactr2	4.321928095	4.321928095	4.321928095	5.20749487	6.403992413	6.871774686	6.839737908	6.569835208	5.581619495	5.528791031	5.322199629	5.46756396	5.335420041	5.096526771	5.010237166	5.517210767	5.537964723	5.552469363	4.505430936	4.321928095	4.321928095	5.384630703	6.969422709	7.263730852	7.213970437	7.235076871	6.550942665	6.327057494	5.902306405	5.54623659	5.454571936	5.808654388	5.390992161	5.629603568	5.071140178	5.326855736	5.491072227	5.610838352	4.85479597	5.111913773	4.321928095	5.466320106	6.901743279	5.625764748	5.262812638	5.490940554	5.471797139	5.811819792	4.321928095	5.295214253	7.198406063	6.23023548	5.492604545	5.449713082	5.401260513	5.286180096	4.95734814	4.555832502
Erdr1	12.96682436	12.96592794	13.32992299	13.6229583	13.75997765	13.33736939	13.24736722	13.19962362	12.95919127	12.55717249	12.71510821	12.94685844	12.81692143	13.09255027	12.55380076	12.83328838	12.68541421	12.96274823	12.92143293	12.95134489	13.39080597	13.68628339	13.73692111	13.37643778	13.24904994	13.13871426	12.80192324	12.45537743	12.61218754	12.50051397	12.52424008	11.48831306	12.23228598	11.12784669	12.3248615	12.40989955	12.27997279	11.26372324	12.10012375	12.39681726	13.18152672	13.54845223	13.02668974	12.30620607	12.57546866	12.48471405	12.55514195	12.34790252	13.24043004	13.56706743	13.0194848	12.15542302	12.32159051	12.31598256	11.56660712	11.9676899	11.58507069	11.89763214
Ccdc86	7.637571132	7.585684878	8.826486192	10.36103469	10.52448124	10.41042337	10.32128318	10.18009045	10.07132723	9.678281588	9.690890827	9.52820874	9.421071565	9.441504472	9.133538121	9.026801294	9.253461299	8.80598342	7.666303153	7.587511612	8.846257404	10.18120614	10.33103253	10.24736181	10.24350978	10.32770939	10.0436721	9.763073723	9.68712798	9.416177112	9.514617509	9.080145655	9.341643896	8.808605675	9.31960715	8.029144261	9.3119581	9.007769007	9.057318215	7.769001524	7.548907055	10.40857229	10.40178365	10.07068917	9.59807578	9.514130718	9.389703124	9.304970425	7.765643677	10.10650231	10.23798526	9.940611165	9.320048725	9.330963015	9.446290352	9.250156764	9.50195109	9.074650722
2010205A11Rik	10.00339477	9.790978106	10.24657514	10.0561803	9.43814364	9.607774106	9.255599885	7.828171311	8.534869642	7.717987101	7.186062727	6.539173314	6.549771556	6.547321731	7.267701715	6.603828886	6.141892392	5.387097295	10.64606996	10.47278166	10.20013588	9.975023009	9.881441479	9.837094983	9.294188423	7.724165584	8.843674387	7.23451844	7.464898282	7.993137181	8.476119433	9.091850316	8.469124893	8.895806042	8.982922086	8.524738842	8.25715486	9.048348372	8.842291738	8.982651377	10.03962623	9.622585773	8.985581807	8.143020202	7.477775808	6.709699487	6.804169657	6.794471866	10.0449851	9.724981815	8.773279961	7.807418038	7.606805679	8.575023448	9.040883413	8.956347043	9.038780505	8.675161244
1200016E24Rik	10.02098535	10.04641122	10.38926541	9.294347917	8.887603345	8.17293771	8.436226153	7.745277756	7.50941329	7.031222264	6.922482005	6.984781607	7.085251487	6.904903151	6.82832192	7.083350243	7.129752577	7.189915659	10.26176765	10.73197477	10.69641775	9.637817322	9.152635237	8.436203562	8.307131995	8.024915046	7.729861611	7.616982073	7.231952496	7.095569408	7.041691226	7.091283732	7.124521685	6.90594259	7.250377896	7.709220839	6.934854374	7.227069075	7.608076471	8.224359176	10.27721979	9.295810292	8.02999339	7.430440811	7.011391981	6.807673422	7.115780901	6.925131648	10.77956138	9.723852754	8.729948247	7.485972691	7.379756592	7.216680584	7.041917048	7.013252029	6.815835667	7.040029337
Zfp236	6.313415407	5.915230695	6.287403217	6.034032855	5.430205635	5.230176317	5.167479159	4.700525139	5.469730347	5.612358826	5.842317909	6.42430709	5.559634041	5.961038205	5.519500727	6.113919407	5.993176803	6.505848853	6.689921264	6.596132023	6.022124619	6.107939975	5.289829319	5.778104362	5.447051092	5.397986777	5.717664215	5.567318963	5.991173465	6.465935659	5.824570459	6.530677392	5.478853521	6.122231462	5.970718173	5.688800162	5.690816621	6.082213293	5.858387824	5.093951025	6.468575246	5.750398222	5.019256342	6.155681723	7.020812525	6.961583132	6.570115381	6.541541312	6.661694251	6.013316638	5.653798736	5.840066635	6.815359706	6.352852392	6.667307101	6.647472351	6.408073661	6.946556798
H2-ea	7.203346883	7.428553462	8.045510264	7.239070853	6.813237371	6.162834681	5.651176831	4.430014541	5.460618694	5.046956121	4.768680877	4.848120614	4.47227589	4.321928095	4.321928095	4.387851731	4.321928095	4.321928095	7.775961056	8.408999973	8.036046247	7.585870953	6.923675822	6.804844224	5.882971732	4.96758764	5.545484697	4.934668508	4.780556356	4.705004279	4.331398428	5.174406922	4.370818556	4.848879423	4.321928095	4.321928095	4.321928095	4.982112224	4.321928095	4.321928095	7.216535177	7.325361533	5.728397816	5.318788308	4.357898964	4.321928095	4.321928095	4.321928095	7.401604763	7.450740127	5.906123689	5.433436017	4.796155424	4.475429233	4.321928095	4.321928095	4.321928095	4.321928095
2010008E23Rik	8.811192657	8.585878388	8.701480181	8.051276266	8.142795814	8.084083682	8.271419078	8.01127148	7.905311718	7.669926647	7.89683256	8.016354341	7.802984793	7.97085549	8.000625337	8.06394368	7.992299831	8.120333475	8.740352776	8.406649106	8.642669121	8.097500971	7.977220249	8.156347357	8.13449952	7.973509229	7.754508844	7.696980014	7.894707212	7.916182162	7.761197975	7.84584052	7.947002756	7.980598463	7.949891278	8.195618127	7.766276409	7.939635892	8.007539303	8.271974967	8.448695757	8.046895953	8.062082394	7.760398852	8.012377595	7.850673688	8.082572063	8.17122566	8.506832061	8.158500972	8.068194346	7.754705378	7.985146923	7.77417154	7.933658428	7.9833647	8.013708141	8.083792782
Atp8b2	7.411092145	7.086654708	6.449120851	5.512068148	6.374528578	6.194499337	6.700079586	6.679977274	7.00106556	7.026645097	7.278022198	7.428319595	7.533614349	7.551397481	7.484978045	7.054534308	7.587152679	7.668842722	6.14729264	6.426952026	6.493639739	5.577178814	6.380116958	6.080994166	6.35550333	6.883114638	6.778803393	6.66821229	6.783239595	7.028476279	7.307410289	7.128322673	7.29324626	7.098837296	7.098372404	7.214455475	7.250917761	7.192439305	6.987689104	7.228331125	6.90144174	6.032039839	6.383227443	7.312924174	7.208349591	7.16792865	7.195250102	7.290562721	6.944581347	6.65150925	6.329116372	6.953222934	6.998039561	6.982047929	7.203676946	7.099589582	6.992979245	6.955880089
Sdad1	8.572270204	8.646826204	8.593035918	9.700029727	10.2316399	9.758888163	10.07992736	10.06884606	9.429539131	9.316078822	9.396549805	9.59947941	9.630578353	9.336505955	9.483468241	9.335887695	9.154616134	8.92322591	8.161284824	8.38250616	8.860250892	9.689838308	9.987926065	9.701123716	9.981879578	10.0645936	9.72967399	9.852477852	9.628129435	9.640304738	9.648850905	9.626870045	9.49967392	9.261415127	9.155119637	8.93040642	9.694984717	9.422471789	9.312204721	8.997958385	8.254855142	9.691938418	9.997394219	9.757297155	9.562471434	9.429494972	9.524502834	9.307031494	8.602703772	10.05067979	10.05547762	9.903477675	9.501523179	9.305739587	9.613597008	9.167371333	9.421950659	9.105292388
Metap1d	7.577629273	7.583003944	6.817100322	5.959844563	7.020182123	6.970946178	7.07338786	7.383469396	7.511695812	6.98987269	7.036383033	6.812763974	6.61899818	6.692561483	6.262824388	6.604756669	6.555880507	6.597769351	7.447115121	6.954036393	6.791481495	6.356800515	6.941688893	7.170859218	7.08409783	7.480218977	7.22293461	6.823983281	6.982563485	6.71100093	6.302810511	5.945455142	6.035342287	5.966137146	6.359506582	5.411020273	6.119281538	5.806562076	6.26277329	5.999001824	7.598426591	6.712473619	7.378854104	7.443281876	6.84015692	6.649050451	6.708053807	6.647562604	7.524057631	6.689549272	7.454775397	7.181780905	6.771911654	5.861678708	6.178659104	6.398597976	6.266812001	6.383027568
Cep350	10.30069008	10.14937997	10.08273906	8.955834731	8.38897801	8.593113276	8.323475564	8.38348939	8.391496833	8.315845913	8.255008464	8.422925633	8.296540425	8.257005906	8.473409001	8.477816086	8.476658925	8.405639113	10.3483577	10.13809342	9.784647506	8.844332564	8.347924995	8.507186518	8.436056833	8.284514846	8.23559028	8.154075597	8.162047334	8.060631979	8.035910737	8.396377323	8.26759611	8.364989589	8.173442966	8.562976812	8.28712209	8.416528212	8.279403936	8.593190738	10.08533102	8.864605163	8.49235671	8.37018401	8.394925975	8.347678239	8.725440069	8.560885644	10.13826394	8.748300745	8.416338235	8.077635367	8.293144131	8.031260821	8.37301327	8.359330047	8.276685411	8.44387761
Alpk2	4.512750246	4.854360474	4.915369726	4.451562642	4.918993906	4.854731333	4.953113773	4.847814953	4.876892664	4.679647222	5.097492714	4.321928095	4.781062529	4.806739257	4.95471606	4.98034346	5.301902393	5.178859469	4.37832045	4.328486307	4.560893163	5.588029239	6.065882674	5.618079969	6.065882674	5.963019875	6.139494627	7.069967033	7.731599094	8.437555923	9.12356368	9.194243941	9.426805862	9.118868712	9.756048367	9.319844111	9.512154644	9.2982544	10.02393145	10.21553841	4.331682485	4.795093344	4.578652105	5.11581352	5.26573799	4.986609785	5.27159025	4.842114933	4.443474672	5.569282571	5.829941664	7.458762121	8.463730016	9.071870658	9.445868843	9.678618958	9.693859977	10.08232698
Plcb2	8.201311023	7.284902932	6.524890255	5.635373342	5.758968521	5.703158198	5.707719751	5.847200946	5.533494693	5.393481254	4.618213969	5.458731234	5.22992281	5.116956932	5.078422814	4.947961139	4.527234179	4.512482282	7.711059237	7.409704139	6.294179719	5.919044088	6.017895966	5.827375853	5.993105452	6.034936931	5.408312596	5.090584182	5.382218647	5.366097714	5.005978168	5.375167511	5.274021956	4.949238846	5.119804347	5.212865787	4.892341232	5.202490861	4.899846973	5.435816329	7.289299548	5.93593042	5.90892088	5.691048129	5.256346591	4.713566319	4.922780205	5.07274205	7.8345623	6.132285204	5.875989233	5.637105715	5.579092698	5.281412907	5.024296377	5.123379253	5.201181617	5.013922229
Atp11c	6.546644314	7.211041212	7.402371113	7.42914244	6.64381304	6.628662751	6.322696507	6.164965573	5.391407317	5.514754042	6.504441353	6.689517112	6.686343658	6.689825728	6.391096934	6.445677777	6.630905575	6.472380845	6.741135707	7.263545687	7.629139853	7.378191616	6.623910077	6.398936426	6.430444524	6.113253754	5.901823143	5.96820979	6.220528154	6.371907573	6.053973888	6.135684625	6.131102749	5.712514057	5.988884103	5.671226991	6.278953538	6.009075351	6.093460743	5.736528288	7.088648883	7.317703793	6.309753695	6.240305838	6.48877158	6.268748485	6.806286789	6.523421058	7.4268444	7.515479723	6.120732827	6.331425979	6.309569315	6.311920835	6.297616618	5.944511768	6.093366597	5.869049325
Ilkap	9.523668993	9.426840163	9.242897628	9.425795406	9.436003146	9.452344873	9.45375844	9.470137724	9.487098384	9.413003743	9.500291753	9.481680582	9.565793436	9.553614346	9.537405106	9.447489524	9.482070825	9.331470674	9.384597588	9.206136645	9.266105316	9.401376888	9.43131064	9.500088085	9.564048235	9.54858244	9.390880598	9.41992882	9.442345657	9.41761528	9.454355134	9.491020908	9.473754305	9.492675821	9.507571832	9.345040708	9.505837497	9.494697137	9.494316096	9.363017668	9.354607288	9.281778391	9.449893099	9.570802158	9.464184014	9.493047185	9.668880152	9.706507252	9.362443407	9.4785111	9.567920635	9.409168464	9.606137452	9.462430183	9.472305317	9.526358854	9.409662278	9.564833109
Zfp36	11.06558749	11.69212663	12.10202803	10.79876184	9.065364085	8.472038097	8.235920577	7.908362937	7.858389572	7.734174667	7.672361641	7.918627878	7.488389953	7.376415584	7.222323335	7.317956046	7.393630972	7.229111751	12.16142855	12.49090721	12.59728327	11.29355073	9.399237969	8.908965339	9.00154984	8.836542817	8.569818612	8.318971209	8.011300027	7.986316923	7.925603858	7.778943602	7.844208769	7.722404722	8.093130888	7.705503523	8.101967317	7.944628118	8.615453708	8.699653253	11.26503705	10.85668269	8.449917351	7.728614717	8.003967369	7.485193417	7.37525538	7.194369769	12.07472759	11.34553824	8.924030741	8.304253872	8.143106514	8.082968472	7.925792279	8.05955943	8.236223827	8.746668966
Plaur	7.660369141	9.194144741	9.521543518	8.599455356	8.443585779	8.073142031	7.113727543	6.793820461	5.934708987	5.682403833	5.879568716	6.622958476	6.530715345	6.756808795	5.999465092	6.758569526	6.381303813	6.349875053	7.407884127	8.032005701	8.680691502	8.442946552	8.049010936	7.802816163	6.993556971	7.054470177	6.518264931	6.22299006	6.579174359	6.663601766	6.906971779	7.168321388	7.310602343	7.336971766	7.011615655	8.181827091	7.126966984	7.021373161	6.075795268	7.03596863	8.488743768	9.275419995	7.317949061	6.207785547	6.361855963	6.560061696	6.725069608	6.808763453	7.831892021	8.458378286	7.002925041	6.309507832	6.480296278	6.732704166	7.049739396	6.755798323	6.792070636	6.581754449
Loc433785	10.43162236	10.44189795	9.885462185	8.533592788	8.292819416	7.977779206	8.103704317	8.442294236	9.463563715	11.18531401	11.7077143	12.27226392	12.16719835	12.28259875	12.1758852	12.50229519	12.20970764	12.26796599	10.03579785	10.03272506	9.509618674	8.479734404	8.300055029	7.67395015	8.504220817	8.351888425	9.644074056	11.20914045	11.82003162	12.59327923	12.43189778	12.67952529	12.47191323	12.47287523	12.39414392	12.45338049	12.56380468	12.56903434	12.45663409	12.07059643	10.83075041	8.65942273	8.384238579	11.23946856	12.48726573	12.57094337	12.35484383	12.52488002	10.53714823	9.007230994	8.307345826	10.85494088	12.70037214	12.57490136	12.55164648	12.47127468	12.48585525	12.64872167
Hist1h2bp	8.96127465	8.971838866	7.969022835	7.034135073	6.197880202	6.096755161	6.708666202	6.93453552	8.597657522	10.28848677	11.35702767	12.12620334	10.90186719	10.32198251	10.16441378	10.20878014	9.963461668	10.51042769	9.064860013	9.039528127	7.581178796	7.203716806	6.522819084	6.204851128	6.885645646	6.971329202	7.712965493	9.395927297	10.71832499	11.5923894	10.73801156	10.0688411	10.2140693	10.06602779	9.984837424	9.52754127	10.13555054	9.984636848	9.974066375	9.532370612	8.615431759	7.192193924	6.933041631	10.58046124	12.00740955	10.95894006	10.37459715	10.15289234	8.67728405	6.538068419	6.597097408	9.691986332	11.60238758	10.62152811	10.16809588	9.821457151	10.17337385	9.942474529
Nfya	8.989482658	9.081696654	9.224760723	9.21052297	8.557462201	8.756308007	8.412333448	8.36736749	8.522649053	8.569521323	8.649213531	8.55600628	8.362467901	8.120988084	8.075419653	7.94411156	8.204031604	7.974390219	9.333204298	9.07050894	9.120734138	9.16214643	8.678782582	8.924954453	8.519301444	8.418476458	8.586768107	8.516125505	8.706200789	8.453107927	8.328027657	8.161662877	8.222041723	7.914219095	8.408439808	8.120417892	8.180330908	7.966309811	8.234651137	7.915891531	8.828505577	9.119876614	8.441029768	8.654322323	8.642897304	8.491298653	8.271972269	8.100803291	8.871441145	8.81961771	8.394857666	8.516379	8.334928944	8.516794872	8.382917965	8.265484182	8.217858338	8.305659466
Iscu	9.419807397	9.375901519	9.44803705	9.535584123	9.65337439	9.774191626	9.732398997	9.82262442	9.96446333	9.560464617	9.563432409	9.44339643	9.323845171	9.391351507	9.344120577	9.382068599	9.332652718	9.539009485	9.367524659	9.238821813	9.229555531	9.357825249	9.521458186	9.691377868	9.759677471	9.756830518	9.463467864	9.303767432	9.190591536	9.116814496	9.04025857	8.941203563	9.050890732	8.969605772	9.011931183	8.712343926	9.02685109	9.004743202	8.885473766	8.594261272	9.239018989	9.507702922	9.839983903	9.672463289	9.18165018	9.169916031	9.386878748	9.403643185	9.217438078	9.357691891	9.708109069	9.424409065	9.200727474	8.998026501	9.152842106	8.932036939	9.119426708	8.85718252
